timestamp,pair,mode,family,family_name,score,url,param_atr_period,param_stop_atr_mult,param_reward_ratio,param_max_hold_bars,param_cooldown_bars,param_risk_per_trade_pct,param_crsi_period,param_crsi_entry,param_crsi_entry_short,param_trend_ema_period,param_exit_sma_period,return_pct,drawdown_pct,total_orders,sharpe,win_rate_pct,start_equity,end_equity,entries,exit_stop_loss,exit_take_profit,exit_end_of_session,exit_max_hold,train_score,validation_score
2026-03-14T20:51:29,BTCUSDT,train,3,Connors RSI (2-Period),-136.55,https://www.quantconnect.com/project/28937164/c1a548d74508fe67c98ae7901566aa1b,20,3.0,2.0,48,6,0.15,3,20,80,100,8,0.0,0.0,2981.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:52:32,BTCUSDT,train,3,Connors RSI (2-Period),-1000000000,,20,2.5,1.5,30,4,0.15,5,15,85,200,8,,,,,,,,,,,,,,
2026-03-14T20:52:16,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/0560ac02303cd076e8d511fc745983b7,14,1.5,1.0,48,1,0.35,5,15,85,100,8,0.0,0.0,100.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:54:36,BTCUSDT,validation,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/ce084d40ab8399318b556ddba2a2a4b4,14,1.0,2.5,72,6,0.15,3,5,90,200,8,0.0,0.0,68.0,0.0,0.0,10000.0,10000.0,0.0,,,,,0.0,
2026-03-14T20:54:55,BTCUSDT,validation,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/0161226858a1e369554f4609f94a0d3f,10,1.0,2.0,72,1,0.15,3,5,90,100,8,0.0,0.0,37.0,0.0,0.0,10000.0,10000.0,0.0,,,,,0.0,
2026-03-14T20:55:52,BTCUSDT,validation,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/390f355f11b0fd3cf894c006afb3a601,20,3.0,2.0,48,10,0.15,5,10,80,100,3,0.0,0.0,8.0,0.0,0.0,10000.0,10000.0,0.0,,,,,0.0,
2026-03-14T20:56:20,BTCUSDT,validation,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/6cd3b06ce443ff55b84824afc09e5f04,10,3.0,2.0,72,10,0.25,3,5,80,100,8,0.0,0.0,37.0,0.0,0.0,10000.0,10000.0,0.0,,,,,0.0,
2026-03-14T20:58:06,BTCUSDT,validation,3,Connors RSI (2-Period),-1000000000,,14,1.5,1.0,48,1,0.35,5,15,85,100,8,,,,,,,,,,,,,0.0,
2026-03-14T21:00:07,BTCUSDT,validation,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/b9a7e8601fad14e708872df1182741e5,10,3.0,2.0,48,1,0.25,5,20,80,100,8,0.0,0.0,169.0,0.0,0.0,10000.0,10000.0,0.0,,,,,-8.3,
2026-03-14T21:00:28,BTCUSDT,test,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/6c9ec31bfeaa634c78b3272d3b69b5b6,14,1.0,2.5,72,6,0.15,3,5,90,200,8,0.0,0.0,168.0,0.0,0.0,10000.0,10000.0,0.0,,,,,0.0,0.0
2026-03-14T21:01:28,BTCUSDT,test,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/a5c7778a51cbc4395c9e7cdb0941b47c,10,1.0,2.0,72,1,0.15,3,5,90,100,8,0.0,0.0,86.0,0.0,0.0,10000.0,10000.0,0.0,,,,,0.0,0.0
2026-03-14T21:03:14,BTCUSDT,test,3,Connors RSI (2-Period),-1000000000,,20,3.0,2.0,48,10,0.15,5,10,80,100,3,,,,,,,,,,,,,0.0,0.0
