timestamp,pair,mode,family,family_name,score,url,param_atr_period,param_stop_atr_mult,param_reward_ratio,param_max_hold_bars,param_cooldown_bars,param_risk_per_trade_pct,param_ema_fast_period,param_ema_slow_period,param_adx_period,param_adx_min,return_pct,drawdown_pct,total_orders,sharpe,win_rate_pct,start_equity,end_equity,entries,exit_stop_loss,exit_take_profit,exit_end_of_session,exit_max_hold,train_score,validation_score
2026-03-14T21:04:03,BTCUSDT,train,4,EMA Trend + ADX,0.0,https://www.quantconnect.com/project/28937164/95a7347fd68c972cc96c727d05ffb934,20,1.0,1.5,20,6,0.15,25,60,20,25,0.0,0.0,30.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:05:14,BTCUSDT,train,4,EMA Trend + ADX,0.0,https://www.quantconnect.com/project/28937164/d1170ad01403c88778edacea550d2eba,14,1.0,2.5,48,4,0.5,20,60,14,30,0.0,0.0,56.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:06:04,BTCUSDT,train,4,EMA Trend + ADX,0.0,https://www.quantconnect.com/project/28937164/92daa267d92d3f65cfafc2fbb9818acf,20,2.5,1.5,72,10,0.15,25,60,20,30,0.0,0.0,11.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:05:40,BTCUSDT,train,4,EMA Trend + ADX,0.0,https://www.quantconnect.com/project/28937164/44aa96eb46314f5b2d678829a2396239,10,1.5,2.0,48,4,0.5,10,50,10,30,0.0,0.0,164.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:07:48,BTCUSDT,train,4,EMA Trend + ADX,0.0,https://www.quantconnect.com/project/28937164/b6f01e3d469a9408cec0f5fc11082491,14,2.0,1.0,72,1,0.15,20,40,14,35,0.0,0.0,23.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:28:04,BTCUSDT,train,4,EMA Trend + ADX,-1000000000,,20,1.0,1.5,48,4,0.5,25,50,10,30,,,,,,,,,,,,,,
2026-03-14T21:27:27,BTCUSDT,train,4,EMA Trend + ADX,0.0,https://www.quantconnect.com/project/28937164/96297cec861a02a87159538d15486ae1,20,2.0,1.5,72,10,0.5,10,50,10,30,0.0,0.0,164.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:28:07,BTCUSDT,train,4,EMA Trend + ADX,0.0,https://www.quantconnect.com/project/28937164/7b1f01f36894754e6b58f860ed117121,10,1.0,2.0,48,4,0.5,10,60,10,30,0.0,0.0,173.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:28:29,BTCUSDT,train,4,EMA Trend + ADX,0.0,https://www.quantconnect.com/project/28937164/a3ef6552c8e0156fb545f7bea0e0d8f6,20,1.0,1.5,20,6,0.5,20,60,14,25,0.0,0.0,130.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:29:53,BTCUSDT,train,4,EMA Trend + ADX,-1000000000,,14,2.5,1.5,72,1,0.15,20,60,14,30,,,,,,,,,,,,,,
2026-03-14T21:28:58,BTCUSDT,train,4,EMA Trend + ADX,0.0,https://www.quantconnect.com/project/28937164/0e6a0429d259310cd859907706531cc5,14,2.5,2.5,72,10,0.5,25,60,20,30,0.0,0.0,11.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:29:37,BTCUSDT,train,4,EMA Trend + ADX,0.0,https://www.quantconnect.com/project/28937164/aa86b9efedfc6e975df5dfc56fa72fe9,10,1.5,2.0,48,4,0.5,20,60,14,30,0.0,0.0,56.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:30:21,BTCUSDT,train,4,EMA Trend + ADX,0.0,https://www.quantconnect.com/project/28937164/82a6cdce3e2facfe4fc55a5caf41a6d4,20,2.0,1.0,72,10,0.15,25,40,20,35,0.0,0.0,5.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:31:37,BTCUSDT,train,4,EMA Trend + ADX,-1000000000,,10,1.0,1.5,48,8,0.25,20,40,14,30,,,,,,,,,,,,,,
2026-03-14T21:32:06,BTCUSDT,train,4,EMA Trend + ADX,-1000000000,,20,2.5,2.5,96,4,0.5,15,60,20,35,,,,,,,,,,,,,,
2026-03-14T21:04:03,BTCUSDT,train,4,EMA Trend + ADX,0.0,https://www.quantconnect.com/project/28937164/95a7347fd68c972cc96c727d05ffb934,20,1.0,1.5,20,6,0.15,25,60,20,25,0.0,0.0,30.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:05:14,BTCUSDT,train,4,EMA Trend + ADX,0.0,https://www.quantconnect.com/project/28937164/d1170ad01403c88778edacea550d2eba,14,1.0,2.5,48,4,0.5,20,60,14,30,0.0,0.0,56.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:06:04,BTCUSDT,train,4,EMA Trend + ADX,0.0,https://www.quantconnect.com/project/28937164/92daa267d92d3f65cfafc2fbb9818acf,20,2.5,1.5,72,10,0.15,25,60,20,30,0.0,0.0,11.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:05:40,BTCUSDT,train,4,EMA Trend + ADX,0.0,https://www.quantconnect.com/project/28937164/44aa96eb46314f5b2d678829a2396239,10,1.5,2.0,48,4,0.5,10,50,10,30,0.0,0.0,164.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:07:48,BTCUSDT,train,4,EMA Trend + ADX,0.0,https://www.quantconnect.com/project/28937164/b6f01e3d469a9408cec0f5fc11082491,14,2.0,1.0,72,1,0.15,20,40,14,35,0.0,0.0,23.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
