timestamp,pair,mode,family,family_name,score,url,param_atr_period,param_stop_atr_mult,param_reward_ratio,param_max_hold_bars,param_cooldown_bars,param_risk_per_trade_pct,param_crsi_period,param_crsi_entry,param_crsi_entry_short,param_trend_ema_period,param_exit_sma_period,return_pct,drawdown_pct,total_orders,sharpe,win_rate_pct,start_equity,end_equity,entries,exit_stop_loss,exit_take_profit,exit_end_of_session,exit_max_hold,train_score,validation_score
2026-03-14T20:20:50,BTCUSDT,train,3,Connors RSI (2-Period),-82.75,https://www.quantconnect.com/project/28937164/e3c25423fc4322a1170eb115adfc92af,10,2.0,1.5,20,8,0.25,3,15,85,150,5,0.0,0.0,1905.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:23:06,BTCUSDT,train,3,Connors RSI (2-Period),-64.3,https://www.quantconnect.com/project/28937164/8662d4cf8d3a6b5a7e2ea437eaad258d,10,3.0,1.0,20,1,0.15,2,5,85,200,5,0.0,0.0,1536.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:24:50,BTCUSDT,train,3,Connors RSI (2-Period),-1000000000,,20,2.5,2.5,72,1,0.5,3,15,95,100,3,,,,,,,,,,,,,,
2026-03-14T20:26:35,BTCUSDT,train,3,Connors RSI (2-Period),-1000000000,,10,3.0,2.0,20,6,0.15,2,5,90,200,5,,,,,,,,,,,,,,
2026-03-14T20:28:41,BTCUSDT,train,3,Connors RSI (2-Period),-32.2,https://www.quantconnect.com/project/28937164/aab2a0f9a00f7b68cf45e4aede52bb29,14,2.0,2.5,96,4,0.15,5,20,90,200,5,0.0,0.0,894.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:16:58,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/69f08f31515b5b067d5ef103027345a6,20,1.0,2.0,20,2,0.25,5,10,90,100,8,0.0,0.0,17.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:19:04,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/596eb567a83ebc1144f29ce39a741302,20,1.0,1.0,48,6,0.25,5,5,85,200,3,0.0,0.0,5.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:28:41,BTCUSDT,train,3,Connors RSI (2-Period),-32.2,https://www.quantconnect.com/project/28937164/aab2a0f9a00f7b68cf45e4aede52bb29,14,2.0,2.5,96,4,0.15,5,20,90,200,5,0.0,0.0,894.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:14:30,BTCUSDT,train,3,Connors RSI (2-Period),-41.25,https://www.quantconnect.com/project/28937164/ba8360e79a8701e6e0afeaf3e450c318,10,3.0,1.0,72,1,0.15,2,5,85,100,5,0.0,0.0,1075.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:23:06,BTCUSDT,train,3,Connors RSI (2-Period),-64.3,https://www.quantconnect.com/project/28937164/8662d4cf8d3a6b5a7e2ea437eaad258d,10,3.0,1.0,20,1,0.15,2,5,85,200,5,0.0,0.0,1536.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:29:17,BTCUSDT,train,3,Connors RSI (2-Period),-64.3,https://www.quantconnect.com/project/28937164/cae6cb19c6536988c518ad9a4eb03e6b,20,1.0,2.0,20,1,0.25,2,5,90,200,5,0.0,0.0,1536.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:29:44,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/d0a33c9ebb578a635f8c4e5660650c84,20,1.0,2.0,96,1,0.25,5,10,90,100,5,0.0,0.0,17.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:31:29,BTCUSDT,train,3,Connors RSI (2-Period),-1000000000,,10,2.0,2.5,96,4,0.15,5,5,85,100,5,,,,,,,,,,,,,,
2026-03-14T20:32:13,BTCUSDT,train,3,Connors RSI (2-Period),-139.8,https://www.quantconnect.com/project/28937164/7673502798cefa1144db3b85d69a07c5,10,3.0,2.0,72,2,0.15,2,10,85,100,8,0.0,0.0,3046.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:32:48,BTCUSDT,train,3,Connors RSI (2-Period),-1000000000,https://www.quantconnect.com/project/28937164/ede7be523d9db651527c0beddd4f349e,14,3.0,1.0,72,4,0.15,5,5,90,100,5,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:33:13,BTCUSDT,train,3,Connors RSI (2-Period),-139.8,https://www.quantconnect.com/project/28937164/0e0a033df50646c45cac35b71905be95,20,3.0,1.0,72,2,0.25,2,10,85,100,5,0.0,0.0,3046.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:33:41,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/8299632a43460ea8dfa291787af91b59,20,1.0,1.0,20,2,0.15,5,5,85,200,8,0.0,0.0,5.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:34:45,BTCUSDT,train,3,Connors RSI (2-Period),-41.25,https://www.quantconnect.com/project/28937164/3b50840d67860efefa3562242b38b760,10,3.0,1.0,20,1,0.15,2,5,85,100,5,0.0,0.0,1075.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:35:25,BTCUSDT,train,3,Connors RSI (2-Period),-59.95,https://www.quantconnect.com/project/28937164/109f49b72506d3ac0448d14e08ac0119,10,1.0,2.5,30,8,0.5,3,15,80,100,3,0.0,0.0,1449.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:37:09,BTCUSDT,train,3,Connors RSI (2-Period),-1000000000,,20,1.0,1.0,20,6,0.15,2,5,90,100,8,,,,,,,,,,,,,,
2026-03-14T20:16:58,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/69f08f31515b5b067d5ef103027345a6,20,1.0,2.0,20,2,0.25,5,10,90,100,8,0.0,0.0,17.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:19:04,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/596eb567a83ebc1144f29ce39a741302,20,1.0,1.0,48,6,0.25,5,5,85,200,3,0.0,0.0,5.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:29:44,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/d0a33c9ebb578a635f8c4e5660650c84,20,1.0,2.0,96,1,0.25,5,10,90,100,5,0.0,0.0,17.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:33:41,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/8299632a43460ea8dfa291787af91b59,20,1.0,1.0,20,2,0.15,5,5,85,200,8,0.0,0.0,5.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:28:41,BTCUSDT,train,3,Connors RSI (2-Period),-32.2,https://www.quantconnect.com/project/28937164/aab2a0f9a00f7b68cf45e4aede52bb29,14,2.0,2.5,96,4,0.15,5,20,90,200,5,0.0,0.0,894.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:38:54,BTCUSDT,train,3,Connors RSI (2-Period),-1000000000,,14,2.0,2.5,20,4,0.15,5,5,90,200,5,,,,,,,,,,,,,,
2026-03-14T20:40:08,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/94dc8983000828f18134691e1d686f96,14,2.0,2.5,20,2,0.15,5,5,90,200,8,0.0,0.0,5.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:42:15,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/af903f38a8be84dd2da7b78a622da2c4,20,1.0,1.0,20,2,0.25,5,5,90,200,5,0.0,0.0,5.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:42:46,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/5e3f78667c7ca73413d221b575158d28,20,1.0,1.0,20,2,0.25,5,5,85,200,3,0.0,0.0,5.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:44:31,BTCUSDT,train,3,Connors RSI (2-Period),-1000000000,,20,2.0,1.0,48,4,0.25,5,20,85,200,3,,,,,,,,,,,,,,
2026-03-14T20:45:14,BTCUSDT,train,3,Connors RSI (2-Period),-32.2,https://www.quantconnect.com/project/28937164/d12aec1fa0f76c80093949177ebb04e0,20,1.0,2.5,96,4,0.25,5,20,90,200,8,0.0,0.0,894.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:46:58,BTCUSDT,train,3,Connors RSI (2-Period),-1000000000,,20,1.0,1.0,96,2,0.15,5,10,85,200,5,,,,,,,,,,,,,,
2026-03-14T20:47:34,BTCUSDT,train,3,Connors RSI (2-Period),-1000000000,https://www.quantconnect.com/project/28937164/bae6bada443a78a44d08130597a421a8,20,1.0,1.0,20,6,0.25,5,5,85,100,3,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:49:48,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/a661e691cd44925d3c28566e3ffc628a,14,3.0,2.0,30,8,0.35,5,15,90,100,8,0.0,0.0,100.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:50:13,BTCUSDT,train,3,Connors RSI (2-Period),-32.2,https://www.quantconnect.com/project/28937164/40b9359a25929a6a9afb7997438824eb,20,2.0,1.5,20,1,0.15,5,20,95,200,5,0.0,0.0,894.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:16:58,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/69f08f31515b5b067d5ef103027345a6,20,1.0,2.0,20,2,0.25,5,10,90,100,8,0.0,0.0,17.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:19:04,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/596eb567a83ebc1144f29ce39a741302,20,1.0,1.0,48,6,0.25,5,5,85,200,3,0.0,0.0,5.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:29:44,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/d0a33c9ebb578a635f8c4e5660650c84,20,1.0,2.0,96,1,0.25,5,10,90,100,5,0.0,0.0,17.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:33:41,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/8299632a43460ea8dfa291787af91b59,20,1.0,1.0,20,2,0.15,5,5,85,200,8,0.0,0.0,5.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:40:08,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/94dc8983000828f18134691e1d686f96,14,2.0,2.5,20,2,0.15,5,5,90,200,8,0.0,0.0,5.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:50:41,BTCUSDT,train,3,Connors RSI (2-Period),-1000000000,https://www.quantconnect.com/project/28937164/42d8276563857f31e7f38d310d039508,20,1.0,2.5,20,2,0.25,5,5,90,100,8,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:52:45,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/08dbcdfef360f3cb8ad3d50f5a887174,20,1.0,2.0,20,2,0.15,5,10,85,100,8,0.0,0.0,17.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:53:14,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/490e874f1c3aceb41dd639adbafc60e6,20,1.0,1.0,48,2,0.25,5,5,85,200,8,0.0,0.0,5.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:55:06,BTCUSDT,train,3,Connors RSI (2-Period),-1000000000,,14,2.0,2.5,20,1,0.25,5,5,90,100,5,,,,,,,,,,,,,,
2026-03-14T20:57:22,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/82def6d251ebf3dd24f68c7415c24132,20,1.0,2.5,48,6,0.25,5,5,90,200,3,0.0,0.0,5.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:57:48,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/15c459227c5e367a94a08d0cd0186e20,20,1.0,1.0,48,1,0.25,5,5,90,200,3,0.0,0.0,5.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:58:40,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/dfaed65cf3d3d11c477f162fb8cc2fc3,14,2.0,2.5,20,2,0.25,5,5,90,200,3,0.0,0.0,5.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:00:25,BTCUSDT,train,3,Connors RSI (2-Period),-1000000000,,20,1.0,1.0,96,1,0.25,5,5,85,100,3,,,,,,,,,,,,,,
2026-03-14T21:01:13,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/50c378a57ee5954d4948a34e1211d178,14,3.0,2.5,20,2,0.5,5,10,85,150,5,0.0,0.0,39.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:02:25,BTCUSDT,train,3,Connors RSI (2-Period),-305.05,https://www.quantconnect.com/project/28937164/ae3b755894131955e6206eaeda56504a,10,1.0,2.5,48,10,0.5,2,15,85,200,3,0.0,0.0,6351.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:16:58,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/69f08f31515b5b067d5ef103027345a6,20,1.0,2.0,20,2,0.25,5,10,90,100,8,0.0,0.0,17.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:19:04,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/596eb567a83ebc1144f29ce39a741302,20,1.0,1.0,48,6,0.25,5,5,85,200,3,0.0,0.0,5.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:29:44,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/d0a33c9ebb578a635f8c4e5660650c84,20,1.0,2.0,96,1,0.25,5,10,90,100,5,0.0,0.0,17.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:33:41,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/8299632a43460ea8dfa291787af91b59,20,1.0,1.0,20,2,0.15,5,5,85,200,8,0.0,0.0,5.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:40:08,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/94dc8983000828f18134691e1d686f96,14,2.0,2.5,20,2,0.15,5,5,90,200,8,0.0,0.0,5.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:02:50,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/b1addc3d702bb717f78d3c48a7f151ed,20,1.0,2.0,20,2,0.25,5,5,90,200,8,0.0,0.0,5.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:03:17,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/ccd3be0618b7e0e88756cb629832d629,14,1.0,2.5,96,2,0.25,5,10,90,100,3,0.0,0.0,17.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:04:22,BTCUSDT,train,3,Connors RSI (2-Period),-1000000000,https://www.quantconnect.com/project/28937164/e0548200dc89734dc19558fc8a599262,20,1.0,2.0,20,2,0.25,5,5,90,100,8,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:06:27,BTCUSDT,train,3,Connors RSI (2-Period),-1000000000,https://www.quantconnect.com/project/28937164/6aeb0d581c5add19ff22856138b9bc69,20,1.0,1.0,48,6,0.25,5,5,85,100,8,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:08:33,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/ebb279565965ce89a55e0ff6fffdb76f,14,1.0,1.0,48,6,0.25,5,10,85,200,5,0.0,0.0,58.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:09:14,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/e3b217f41a8c552ebe55164fc7f2218b,20,1.0,1.0,20,6,0.15,5,5,85,200,8,0.0,0.0,5.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:10:59,BTCUSDT,train,3,Connors RSI (2-Period),-1000000000,,20,1.0,1.0,20,6,0.15,5,5,85,200,3,,,,,,,,,,,,,,
2026-03-14T21:11:22,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/e80774e68cb7ee565834ca7c3136dd7d,20,1.0,2.0,96,1,0.25,5,10,90,100,8,0.0,0.0,17.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:11:47,BTCUSDT,train,3,Connors RSI (2-Period),-136.55,https://www.quantconnect.com/project/28937164/127cee95f695459c4a8b5c16e7651a51,14,1.5,2.0,30,8,0.35,3,20,90,100,8,0.0,0.0,2981.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:12:12,BTCUSDT,train,3,Connors RSI (2-Period),-64.3,https://www.quantconnect.com/project/28937164/2e21c68e516ee90fd0042adfe647ee0b,14,1.0,1.5,72,2,0.35,2,5,95,200,3,0.0,0.0,1536.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:16:58,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/69f08f31515b5b067d5ef103027345a6,20,1.0,2.0,20,2,0.25,5,10,90,100,8,0.0,0.0,17.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:19:04,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/596eb567a83ebc1144f29ce39a741302,20,1.0,1.0,48,6,0.25,5,5,85,200,3,0.0,0.0,5.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:29:44,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/d0a33c9ebb578a635f8c4e5660650c84,20,1.0,2.0,96,1,0.25,5,10,90,100,5,0.0,0.0,17.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:33:41,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/8299632a43460ea8dfa291787af91b59,20,1.0,1.0,20,2,0.15,5,5,85,200,8,0.0,0.0,5.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:40:08,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/94dc8983000828f18134691e1d686f96,14,2.0,2.5,20,2,0.15,5,5,90,200,8,0.0,0.0,5.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:13:56,BTCUSDT,train,3,Connors RSI (2-Period),-1000000000,,20,1.0,2.0,20,2,0.15,5,10,90,100,8,,,,,,,,,,,,,,
2026-03-14T21:14:53,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/b3cfa155089ea344940dc011f2fb9969,20,1.0,2.0,20,2,0.25,5,10,90,150,8,0.0,0.0,39.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:16:37,BTCUSDT,train,3,Connors RSI (2-Period),-1000000000,,20,1.0,2.0,96,2,0.25,5,10,90,100,5,,,,,,,,,,,,,,
2026-03-14T21:17:36,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/83d66f775bf2a16f45d88e24df2e0a2f,20,1.0,1.0,48,6,0.25,5,10,85,200,3,0.0,0.0,58.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:18:01,BTCUSDT,train,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/c40d5b894cda55366096f142bde5d1e8,20,1.0,1.0,48,2,0.15,5,5,85,200,8,0.0,0.0,5.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:18:26,BTCUSDT,train,3,Connors RSI (2-Period),-1000000000,https://www.quantconnect.com/project/28937164/dc01b8b6fb62864b321ec80fa2ff782c,20,1.0,2.0,20,6,0.25,5,5,85,100,8,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:18:49,BTCUSDT,train,3,Connors RSI (2-Period),-1000000000,https://www.quantconnect.com/project/28937164/49252edd21aceda6fae33e85cb264a19,14,1.0,2.5,20,6,0.15,5,5,90,100,8,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:10:59,BTCUSDT,train,3,Connors RSI (2-Period),-1000000000,,20,1.0,1.0,20,6,0.15,5,5,85,200,3,,,,,,,,,,,,,,
2026-03-14T21:19:57,BTCUSDT,train,3,Connors RSI (2-Period),-168.3,https://www.quantconnect.com/project/28937164/4f7c3ac11474a04ced4be34541e77385,10,3.0,1.5,48,8,0.15,3,20,95,150,3,0.0,0.0,3616.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T21:21:42,BTCUSDT,train,3,Connors RSI (2-Period),-1000000000,,14,2.0,1.0,96,8,0.35,5,15,90,200,8,,,,,,,,,,,,,,
2026-03-14T21:22:44,BTCUSDT,validation,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/b96df11046214621a603b36c4b4db352,20,1.0,2.0,20,2,0.25,5,10,90,100,8,0.0,0.0,8.0,0.0,0.0,10000.0,10000.0,0.0,,,,,0.0,
2026-03-14T21:24:28,BTCUSDT,validation,3,Connors RSI (2-Period),-1000000000,,20,1.0,1.0,48,6,0.25,5,5,85,200,3,,,,,,,,,,,,,0.0,
2026-03-14T21:26:36,BTCUSDT,validation,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/df74694e5533ef9760fa5d6bb24bbc84,20,1.0,2.0,96,1,0.25,5,10,90,100,5,0.0,0.0,8.0,0.0,0.0,10000.0,10000.0,0.0,,,,,0.0,
2026-03-14T21:26:57,BTCUSDT,validation,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/30ff459ab4174bf428f17320bcba1356,20,1.0,1.0,20,2,0.15,5,5,85,200,8,0.0,0.0,6.0,0.0,0.0,10000.0,10000.0,0.0,,,,,0.0,
2026-03-14T21:28:41,BTCUSDT,validation,3,Connors RSI (2-Period),-1000000000,,14,2.0,2.5,20,2,0.15,5,5,90,200,8,,,,,,,,,,,,,0.0,
2026-03-14T21:30:44,BTCUSDT,validation,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/893c9ccc81571d657a054029a5195402,20,1.0,1.0,20,2,0.25,5,5,90,200,5,0.0,0.0,6.0,0.0,0.0,10000.0,10000.0,0.0,,,,,0.0,
2026-03-14T21:31:05,BTCUSDT,test,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/9e9c6c93bb026d332ef7a12b6a850874,20,1.0,2.0,20,2,0.25,5,10,90,100,8,0.0,0.0,22.0,0.0,0.0,10000.0,10000.0,0.0,,,,,0.0,0.0
2026-03-14T21:31:28,BTCUSDT,test,3,Connors RSI (2-Period),0.0,https://www.quantconnect.com/project/28937164/ebf0aac84169d9249697301cdc996b49,20,1.0,2.0,96,1,0.25,5,10,90,100,5,0.0,0.0,22.0,0.0,0.0,10000.0,10000.0,0.0,,,,,0.0,0.0
