timestamp,pair,mode,family,family_name,score,url,return_pct,drawdown_pct,total_orders,sharpe,win_rate_pct,start_equity,end_equity,entries,exit_stop_loss,exit_take_profit,exit_end_of_session,exit_max_hold,param_atr_period,param_stop_atr_mult,param_reward_ratio,param_max_hold_bars,param_cooldown_bars,param_risk_per_trade_pct,param_bb_period,param_bb_std_dev,param_bb_rsi_long,param_bb_rsi_short,param_rsi_period,param_bar_minutes,param_htf_minutes,param_htf_ema_period,param_vol_filter_enabled,param_use_force_flat,train_score,validation_score
2026-03-18T11:15:23,EURUSD,train,2,Bollinger Band Bounce,-16.189999999999998,https://www.quantconnect.com/project/28930245/cc079d777736be697d5bf5c5bc287901,-5.736,6.1,1278.0,-0.618,34.0,10000.0,9426.41,422.0,277.0,133.0,,12.0,14,1.5,2.0,48,5,0.25,30,2.5,35,65,14,15,240,20,0,0,,
2026-03-18T11:15:57,EURUSD,train,2,Bollinger Band Bounce,-43.468999999999994,https://www.quantconnect.com/project/28930245/353e902c78fab76123036f7ad055ea3e,-18.48,21.0,1484.0,-1.563,32.0,10000.0,8152.02,476.0,307.0,113.0,56.0,,20,2.0,2.0,48,5,0.25,20,1.5,35,65,10,15,240,20,1,1,,
2026-03-18T11:16:40,EURUSD,train,2,Bollinger Band Bounce,-17.288,https://www.quantconnect.com/project/28930245/d18345e0dcec32e08031199ccf002b0e,-3.826,4.4,1362.0,-1.154,49.0,10000.0,9617.39,450.0,226.0,212.0,12.0,,20,2.0,1.0,96,8,0.15,30,2.5,40,75,7,15,240,20,0,1,,
2026-03-18T11:17:21,EURUSD,train,2,Bollinger Band Bounce,-21.166000000000004,https://www.quantconnect.com/project/28930245/061e26f69985e44bdb513600715d9079,-13.076,18.5,790.0,-0.83,39.0,10000.0,8692.39,257.0,149.0,89.0,19.0,,20,1.5,1.5,48,12,0.5,30,1.5,40,65,7,30,60,50,1,1,,
2026-03-18T11:17:50,EURUSD,train,2,Bollinger Band Bounce,-19.404,https://www.quantconnect.com/project/28930245/05daf068033e5b26a689bc28e2bc834d,-11.263,12.4,1046.0,-1.097,47.0,10000.0,8873.74,347.0,183.0,159.0,,5.0,20,2.0,1.0,30,12,0.35,20,2.5,40,70,14,15,60,20,0,0,,
2026-03-18T11:18:20,EURUSD,train,2,Bollinger Band Bounce,-2.138,https://www.quantconnect.com/project/28930245/13f422f2856f32842a17fe87d103ffa5,-1.1,10.6,728.0,-0.346,41.0,10000.0,9890.04,242.0,143.0,97.0,,2.0,14,1.5,1.5,48,12,0.35,25,2.5,35,65,14,30,240,30,0,0,,
2026-03-18T11:14:06,EURUSD,train,2,Bollinger Band Bounce,-0.6440000000000001,https://www.quantconnect.com/project/28930245/16f012f450e123368d8d67a9f79709c5,1.555,1.9,305.0,-0.633,47.0,10000.0,10155.52,98.0,49.0,38.0,,11.0,20,2.5,1.5,48,12,0.15,25,1.5,25,65,14,30,240,30,1,0,,
2026-03-18T11:10:25,EURUSD,train,2,Bollinger Band Bounce,-1.4540000000000002,https://www.quantconnect.com/project/28930245/934e6e737a6c8c7f999e6138d04570db,0.535,3.2,565.0,-0.663,44.0,10000.0,10053.47,182.0,97.0,66.0,,19.0,20,2.5,1.5,48,12,0.15,25,1.5,25,65,14,30,240,30,0,0,,
2026-03-18T11:18:20,EURUSD,train,2,Bollinger Band Bounce,-2.138,https://www.quantconnect.com/project/28930245/13f422f2856f32842a17fe87d103ffa5,-1.1,10.6,728.0,-0.346,41.0,10000.0,9890.04,242.0,143.0,97.0,,2.0,14,1.5,1.5,48,12,0.35,25,2.5,35,65,14,30,240,30,0,0,,
2026-03-18T11:09:26,EURUSD,train,2,Bollinger Band Bounce,-5.378,https://www.quantconnect.com/project/28930245/51c051550570d6ba021b6192304ee5e9,-2.846,6.4,815.0,-0.544,34.0,10000.0,9715.44,268.0,174.0,83.0,,11.0,20,2.0,2.0,48,5,0.25,20,2.5,35,65,10,15,240,20,1,0,,
2026-03-18T11:06:10,EURUSD,train,2,Bollinger Band Bounce,-8.819,https://www.quantconnect.com/project/28930245/97628494f631f51972df6d4ffdd4d0cd,-3.544,4.6,858.0,-1.175,43.0,10000.0,9645.58,285.0,163.0,119.0,,3.0,14,1.5,1.25,30,3,0.15,30,2.5,35,75,14,15,240,50,0,0,,
2026-03-18T11:18:54,EURUSD,train,2,Bollinger Band Bounce,-7.715,https://www.quantconnect.com/project/28930245/7e0ae38bc13b0a540066c6a47180e41b,-2.436,3.9,919.0,-0.993,40.0,10000.0,9756.42,296.0,165.0,100.0,,31.0,20,2.5,1.5,48,12,0.15,25,1.5,35,65,14,30,240,30,0,0,,
2026-03-18T11:19:29,EURUSD,train,2,Bollinger Band Bounce,-1000000000,https://www.quantconnect.com/project/28930245/bc11d770c99eb97a28668f50ecf7b3a5,-85.858,95.7,679.0,-0.341,42.0,10000.0,1414.15,221.0,122.0,98.0,,1.0,20,1.5,1.0,48,12,0.35,25,2.5,35,65,14,15,240,20,0,0,,
2026-03-18T11:19:55,EURUSD,train,2,Bollinger Band Bounce,-11.332,https://www.quantconnect.com/project/28930245/45571ca497a4c04dc8a158428801db3f,-1.265,5.5,1241.0,-0.639,41.0,10000.0,9873.52,413.0,243.0,168.0,,2.0,20,1.5,1.5,30,12,0.15,30,2.5,40,65,14,15,240,30,0,0,,
2026-03-18T11:20:31,EURUSD,train,2,Bollinger Band Bounce,-3.34,https://www.quantconnect.com/project/28930245/a8516fa8bee10afefa56e0f09ff87e5f,-0.886,5.3,682.0,-0.818,41.0,10000.0,9911.36,227.0,135.0,91.0,,1.0,14,1.5,1.5,48,3,0.15,20,1.5,25,65,14,30,240,30,0,0,,
2026-03-18T11:21:52,EURUSD,train,2,Bollinger Band Bounce,-3.126,https://www.quantconnect.com/project/28930245/0a0fc373317f3562019907dbddaca69f,-0.417,3.9,461.0,-0.903,41.0,10000.0,9958.27,153.0,90.0,61.0,,2.0,20,1.5,1.5,48,12,0.15,25,2.5,25,65,14,30,240,30,0,0,,
2026-03-18T11:22:40,EURUSD,train,2,Bollinger Band Bounce,-13.385000000000002,https://www.quantconnect.com/project/28930245/41528f1c165d968fa0825396facbd6a6,-3.462,4.3,1137.0,-1.191,48.0,10000.0,9653.8,377.0,193.0,178.0,,6.0,14,2.0,1.0,48,5,0.15,20,2.5,35,75,10,15,240,50,0,0,,
2026-03-18T11:23:27,EURUSD,train,2,Bollinger Band Bounce,-3.2640000000000002,https://www.quantconnect.com/project/28930245/d23da90cced45b1e77fe4bd14613379c,-0.677,4.1,811.0,-0.629,36.0,10000.0,9932.35,264.0,166.0,79.0,,19.0,20,2.0,2.0,30,3,0.15,30,2.5,35,65,14,15,240,50,1,0,,
2026-03-18T11:24:04,EURUSD,train,2,Bollinger Band Bounce,-9.145,https://www.quantconnect.com/project/28930245/2b83da179cee896f2d9acca6e2b53488,-2.725,7.0,967.0,-0.94,39.0,10000.0,9727.52,322.0,195.0,126.0,,1.0,14,1.5,1.5,48,12,0.15,25,1.5,35,65,14,30,240,30,0,0,,
2026-03-18T11:24:50,EURUSD,train,2,Bollinger Band Bounce,-93.09,https://www.quantconnect.com/project/28930245/c0a6b64cd856e07cecf9ec1ea585e386,-25.979,26.6,3286.0,-2.487,36.0,10000.0,7402.12,1095.0,703.0,391.0,,1.0,10,1.5,1.5,96,5,0.15,25,2.0,35,65,10,5,240,30,0,0,,
2026-03-18T11:25:38,EURUSD,train,2,Bollinger Band Bounce,-209.511,https://www.quantconnect.com/project/28930245/c46df189ed7dbdca215e36f3962665c1,-55.741,56.3,6119.0,-2.89,39.0,10000.0,4425.92,1913.0,1055.0,479.0,36.0,344.0,14,2.5,1.5,30,5,0.25,15,1.5,40,70,7,5,60,50,0,1,,
2026-03-18T11:14:06,EURUSD,train,2,Bollinger Band Bounce,-0.6440000000000001,https://www.quantconnect.com/project/28930245/16f012f450e123368d8d67a9f79709c5,1.555,1.9,305.0,-0.633,47.0,10000.0,10155.52,98.0,49.0,38.0,,11.0,20,2.5,1.5,48,12,0.15,25,1.5,25,65,14,30,240,30,1,0,,
2026-03-18T11:10:25,EURUSD,train,2,Bollinger Band Bounce,-1.4540000000000002,https://www.quantconnect.com/project/28930245/934e6e737a6c8c7f999e6138d04570db,0.535,3.2,565.0,-0.663,44.0,10000.0,10053.47,182.0,97.0,66.0,,19.0,20,2.5,1.5,48,12,0.15,25,1.5,25,65,14,30,240,30,0,0,,
2026-03-18T11:18:20,EURUSD,train,2,Bollinger Band Bounce,-2.138,https://www.quantconnect.com/project/28930245/13f422f2856f32842a17fe87d103ffa5,-1.1,10.6,728.0,-0.346,41.0,10000.0,9890.04,242.0,143.0,97.0,,2.0,14,1.5,1.5,48,12,0.35,25,2.5,35,65,14,30,240,30,0,0,,
2026-03-18T11:21:52,EURUSD,train,2,Bollinger Band Bounce,-3.126,https://www.quantconnect.com/project/28930245/0a0fc373317f3562019907dbddaca69f,-0.417,3.9,461.0,-0.903,41.0,10000.0,9958.27,153.0,90.0,61.0,,2.0,20,1.5,1.5,48,12,0.15,25,2.5,25,65,14,30,240,30,0,0,,
2026-03-18T11:23:27,EURUSD,train,2,Bollinger Band Bounce,-3.2640000000000002,https://www.quantconnect.com/project/28930245/d23da90cced45b1e77fe4bd14613379c,-0.677,4.1,811.0,-0.629,36.0,10000.0,9932.35,264.0,166.0,79.0,,19.0,20,2.0,2.0,30,3,0.15,30,2.5,35,65,14,15,240,50,1,0,,
2026-03-18T11:26:01,EURUSD,train,2,Bollinger Band Bounce,-5.038,https://www.quantconnect.com/project/28930245/c92630f050fee3c52c6dfbdbda47b2dd,2.624,0.9,177.0,-0.454,53.0,10000.0,10262.43,58.0,26.0,29.0,,3.0,14,2.5,1.5,48,12,0.15,25,2.5,25,65,14,30,60,30,0,0,,
2026-03-18T11:26:39,EURUSD,train,2,Bollinger Band Bounce,2.512,https://www.quantconnect.com/project/28930245/a67d2b7a64f94ef6289c57d3684c00f7,2.944,2.5,789.0,-0.144,43.0,10000.0,10294.35,249.0,136.0,71.0,,42.0,20,2.5,2.0,30,3,0.15,30,2.5,35,65,14,15,240,30,1,0,,
2026-03-18T11:27:10,EURUSD,train,2,Bollinger Band Bounce,-4.167,https://www.quantconnect.com/project/28930245/76f86e949a2d540d2e5a80d4f9b27939,-1.479,2.8,740.0,-0.896,40.0,10000.0,9852.05,243.0,140.0,92.0,,11.0,20,2.0,1.5,48,12,0.15,30,2.5,35,65,14,30,240,30,0,0,,
2026-03-18T11:27:44,EURUSD,train,2,Bollinger Band Bounce,-8.732,https://www.quantconnect.com/project/28930245/a5c6f7f8c7c9bca9ad25465a94855809,-4.798,8.0,917.0,-0.578,40.0,10000.0,9520.21,294.0,160.0,99.0,,35.0,14,2.5,1.5,48,12,0.35,25,1.5,35,65,14,30,240,30,0,0,,
2026-03-18T11:28:21,EURUSD,train,2,Bollinger Band Bounce,-5.345,https://www.quantconnect.com/project/28930245/5f47f06416a6b4ac563edfeaf80860d6,-1.883,3.3,592.0,-1.154,41.0,10000.0,9811.75,189.0,105.0,59.0,,25.0,20,2.0,1.5,30,12,0.15,25,2.5,35,65,10,30,240,50,1,0,,
2026-03-18T11:29:01,EURUSD,train,2,Bollinger Band Bounce,-1.298,https://www.quantconnect.com/project/28930245/45c8c7e438a8f62ca95783bec08b03a5,0.991,1.7,399.0,-0.763,46.0,10000.0,10099.11,128.0,58.0,55.0,,15.0,14,2.5,1.25,48,12,0.15,25,2.5,35,65,14,30,240,30,1,0,,
2026-03-18T11:29:33,EURUSD,train,2,Bollinger Band Bounce,-3.274,https://www.quantconnect.com/project/28930245/e5ba55c8811bc06997bdbd8e9b4bde21,-1.066,3.7,686.0,-0.736,36.0,10000.0,9893.43,226.0,145.0,73.0,8.0,,14,1.5,2.0,30,12,0.15,30,2.5,35,65,14,15,240,50,1,1,,
2026-03-18T11:30:06,EURUSD,train,2,Bollinger Band Bounce,-20.912,https://www.quantconnect.com/project/28930245/98af32ade2ef7e60d58da68954fbbc50,-9.012,9.9,1168.0,-1.75,36.0,10000.0,9098.85,383.0,238.0,126.0,,19.0,20,2.5,1.5,48,12,0.15,25,1.5,35,65,10,15,240,30,1,0,,
2026-03-18T11:30:36,EURUSD,train,2,Bollinger Band Bounce,-142.38400000000001,https://www.quantconnect.com/project/28930245/ccc8534c7b61bfbe1daf219bc68e710c,-42.273,42.4,3813.0,-2.737,44.0,10000.0,5772.68,1266.0,701.0,550.0,,15.0,10,2.5,1.0,60,12,0.25,25,2.0,30,65,7,5,240,30,0,0,,
2026-03-18T11:31:15,EURUSD,train,2,Bollinger Band Bounce,-8.24,https://www.quantconnect.com/project/28930245/ca12c4bcbaf7cb1bf28fcfa6fb3e403b,-1.023,3.2,1047.0,-0.839,51.0,10000.0,9897.69,344.0,163.0,166.0,,15.0,14,2.5,1.0,48,5,0.15,20,2.5,35,70,14,15,240,20,0,0,,
2026-03-18T11:26:39,EURUSD,train,2,Bollinger Band Bounce,2.512,https://www.quantconnect.com/project/28930245/a67d2b7a64f94ef6289c57d3684c00f7,2.944,2.5,789.0,-0.144,43.0,10000.0,10294.35,249.0,136.0,71.0,,42.0,20,2.5,2.0,30,3,0.15,30,2.5,35,65,14,15,240,30,1,0,,
2026-03-18T11:14:06,EURUSD,train,2,Bollinger Band Bounce,-0.6440000000000001,https://www.quantconnect.com/project/28930245/16f012f450e123368d8d67a9f79709c5,1.555,1.9,305.0,-0.633,47.0,10000.0,10155.52,98.0,49.0,38.0,,11.0,20,2.5,1.5,48,12,0.15,25,1.5,25,65,14,30,240,30,1,0,,
