timestamp,pair,mode,family,family_name,score,url,param_atr_period,param_stop_atr_mult,param_reward_ratio,param_max_hold_bars,param_cooldown_bars,param_risk_per_trade_pct,param_rsi_period,param_rsi_oversold,param_rsi_overbought,param_trend_ema_period,return_pct,drawdown_pct,total_orders,sharpe,win_rate_pct,start_equity,end_equity,entries,exit_stop_loss,exit_take_profit,exit_end_of_session,exit_max_hold,train_score,validation_score
2026-03-15T15:25:19,AAPL,train,1,RSI Mean Reversion,-4.321999999999999,https://www.quantconnect.com/project/28936477/6ca84cdfc50889febdd27a49804f312a,10,1.0,2.5,20,4,0.35,10,25,65,200,-2.147,6.0,174.0,-0.725,30.0,10000.0,9785.31,57.0,40.0,14.0,,3.0,,
2026-03-15T15:25:37,AAPL,train,1,RSI Mean Reversion,-0.131,https://www.quantconnect.com/project/28936477/af5bfa4742afd1961d089b99906e6eda,10,2.5,2.0,20,4,0.25,10,40,60,200,1.204,1.6,403.0,-0.445,50.0,10000.0,10120.42,115.0,41.0,16.0,,58.0,,
2026-03-15T15:25:49,AAPL,train,1,RSI Mean Reversion,-3.824,https://www.quantconnect.com/project/28936477/508718da15e79d51c57b25d2d0e5da48,14,2.0,1.5,20,1,0.25,14,35,75,200,0.019,1.1,97.0,-1.281,47.0,10000.0,10001.87,30.0,12.0,11.0,,7.0,,
2026-03-15T15:27:47,AAPL,train,1,RSI Mean Reversion,-2.597,https://www.quantconnect.com/project/28936477/eb7a630db4d9c69cf3f116d6beae6f9d,20,2.5,2.0,20,1,0.25,10,40,60,200,-0.485,2.6,454.0,-0.704,48.0,10000.0,9951.5,128.0,48.0,10.0,,70.0,,
2026-03-15T15:27:34,AAPL,train,1,RSI Mean Reversion,-1000000000,,20,2.5,2.0,20,1,0.25,20,25,65,200,,,,,,,,,,,,,,
2026-03-15T15:28:30,AAPL,train,1,RSI Mean Reversion,-1.1549999999999998,https://www.quantconnect.com/project/28936477/5aa914cebf015d8a908ec32ac2ae048a,14,2.0,1.0,30,2,0.25,10,40,65,150,0.66,2.4,325.0,-0.605,56.0,10000.0,10066.04,107.0,46.0,57.0,,4.0,,
2026-03-15T15:28:08,AAPL,train,1,RSI Mean Reversion,0.31000000000000005,https://www.quantconnect.com/project/28936477/ade7c35ad09472194a86de37f098c096,14,2.5,1.0,48,1,0.35,10,40,65,200,1.3,3.5,332.0,-0.33,54.0,10000.0,10130.04,109.0,48.0,56.0,,5.0,,
2026-03-15T15:29:52,AAPL,train,1,RSI Mean Reversion,-1000000000,,20,2.5,2.0,20,1,0.25,20,35,65,200,,,,,,,,,,,,,,
2026-03-15T15:28:53,AAPL,train,1,RSI Mean Reversion,-3.4760000000000004,https://www.quantconnect.com/project/28936477/55bb891fe56473a4ed1762c9eb721108,14,3.0,1.0,72,8,0.15,10,40,60,150,0.4,0.9,282.0,-1.292,59.0,10000.0,10039.96,94.0,39.0,55.0,,,,
2026-03-15T15:29:13,AAPL,train,1,RSI Mean Reversion,7.615,https://www.quantconnect.com/project/28936477/030c59797fef8185d6b0ac4c2af03d86,14,1.0,3.0,72,6,0.25,10,35,75,200,6.613,2.3,178.0,0.334,39.0,10000.0,10661.33,59.0,36.0,22.0,,1.0,,
2026-03-15T15:29:49,AAPL,train,1,RSI Mean Reversion,-5.278,https://www.quantconnect.com/project/28936477/facb6c77d768200848113fb29cc7d311,10,1.5,1.5,30,10,0.15,10,30,60,150,-0.745,1.9,184.0,-1.511,44.0,10000.0,9925.51,61.0,34.0,26.0,,1.0,,
2026-03-15T15:29:13,AAPL,train,1,RSI Mean Reversion,7.615,https://www.quantconnect.com/project/28936477/030c59797fef8185d6b0ac4c2af03d86,14,1.0,3.0,72,6,0.25,10,35,75,200,6.613,2.3,178.0,0.334,39.0,10000.0,10661.33,59.0,36.0,22.0,,1.0,,
2026-03-15T15:15:56,AAPL,train,1,RSI Mean Reversion,3.476,https://www.quantconnect.com/project/28936477/a11858bda608d39d72932c17557c4397,14,3.0,1.0,48,1,0.35,10,40,65,150,3.629,1.8,274.0,-0.051,59.0,10000.0,10362.86,90.0,37.0,49.0,,4.0,,
2026-03-15T15:17:56,AAPL,train,1,RSI Mean Reversion,0.4650000000000001,https://www.quantconnect.com/project/28936477/817bd38c609525292fbc62e462a65b9a,14,2.0,1.5,30,2,0.25,14,40,75,150,1.953,0.9,128.0,-0.496,52.0,10000.0,10195.3,42.0,20.0,20.0,,2.0,,
2026-03-15T15:28:08,AAPL,train,1,RSI Mean Reversion,0.31000000000000005,https://www.quantconnect.com/project/28936477/ade7c35ad09472194a86de37f098c096,14,2.5,1.0,48,1,0.35,10,40,65,200,1.3,3.5,332.0,-0.33,54.0,10000.0,10130.04,109.0,48.0,56.0,,5.0,,
2026-03-15T15:25:37,AAPL,train,1,RSI Mean Reversion,-0.131,https://www.quantconnect.com/project/28936477/af5bfa4742afd1961d089b99906e6eda,10,2.5,2.0,20,4,0.25,10,40,60,200,1.204,1.6,403.0,-0.445,50.0,10000.0,10120.42,115.0,41.0,16.0,,58.0,,
2026-03-15T15:31:38,AAPL,train,1,RSI Mean Reversion,-1000000000,,14,2.5,1.0,48,1,0.35,10,40,60,200,,,,,,,,,,,,,,
2026-03-15T15:31:37,AAPL,train,1,RSI Mean Reversion,-1000000000,,10,2.0,1.5,20,2,0.25,14,40,60,150,,,,,,,,,,,,,,
2026-03-15T15:32:36,AAPL,train,1,RSI Mean Reversion,3.552,https://www.quantconnect.com/project/28936477/32b86c4d625ce9b641a99468ef8f58e4,10,2.5,2.0,48,1,0.25,10,40,65,200,3.684,2.8,294.0,-0.044,48.0,10000.0,10368.42,92.0,46.0,28.0,,18.0,,
2026-03-15T15:32:36,AAPL,train,1,RSI Mean Reversion,-0.276,https://www.quantconnect.com/project/28936477/6be6699820aa2da49d07c5a89dd4a6d6,14,1.0,1.0,48,1,0.35,10,30,65,200,0.843,4.0,288.0,-0.373,53.0,10000.0,10084.31,96.0,45.0,51.0,,,,
2026-03-15T15:32:56,AAPL,train,1,RSI Mean Reversion,1.874,https://www.quantconnect.com/project/28936477/f70d08977f1dc0a30025f09ab030a57a,14,2.0,2.0,20,2,0.25,10,40,75,200,2.564,2.1,271.0,-0.23,51.0,10000.0,10256.43,80.0,33.0,16.0,,31.0,,
2026-03-15T15:32:57,AAPL,train,1,RSI Mean Reversion,5.22,https://www.quantconnect.com/project/28936477/ac78af9eca4e3b619f0cd6c2a05eaecb,10,1.0,2.0,20,4,0.25,10,40,60,200,4.923,3.1,473.0,0.099,41.0,10000.0,10492.29,155.0,90.0,57.0,,8.0,,
2026-03-15T15:33:58,AAPL,train,1,RSI Mean Reversion,1.924,https://www.quantconnect.com/project/28936477/98e7f5b29495ca838db71eb03823ef16,14,2.5,2.0,72,4,0.25,10,40,60,200,2.536,2.0,278.0,-0.204,42.0,10000.0,10253.64,90.0,50.0,32.0,,8.0,,
2026-03-15T15:35:04,AAPL,train,1,RSI Mean Reversion,2.245,https://www.quantconnect.com/project/28936477/c4ce6361b1f86a25946286b8bc365640,10,2.5,2.0,30,2,0.25,14,40,65,150,2.947,1.8,153.0,-0.234,50.0,10000.0,10294.68,46.0,19.0,12.0,,15.0,,
2026-03-15T15:34:17,AAPL,train,1,RSI Mean Reversion,-4.428,https://www.quantconnect.com/project/28936477/6ca5898d9fbf5eb8a0da4d40396e1efe,14,3.0,2.5,48,10,0.35,20,35,65,200,-0.288,0.9,29.0,-1.38,38.0,10000.0,9971.15,8.0,3.0,,,5.0,,
2026-03-15T15:34:38,AAPL,train,1,RSI Mean Reversion,3.194,https://www.quantconnect.com/project/28936477/47bf1ad888d8131958893a3ee37a56be,20,1.0,2.5,30,10,0.35,10,35,60,200,3.311,5.9,300.0,-0.039,34.0,10000.0,10331.12,100.0,66.0,34.0,,,,
2026-03-15T15:29:13,AAPL,train,1,RSI Mean Reversion,7.615,https://www.quantconnect.com/project/28936477/030c59797fef8185d6b0ac4c2af03d86,14,1.0,3.0,72,6,0.25,10,35,75,200,6.613,2.3,178.0,0.334,39.0,10000.0,10661.33,59.0,36.0,22.0,,1.0,,
