timestamp,pair,mode,family,family_name,score,url,param_atr_period,param_stop_atr_mult,param_reward_ratio,param_max_hold_bars,param_cooldown_bars,param_risk_per_trade_pct,param_bb_period,param_bb_std_dev,param_bb_rsi_long,param_bb_rsi_short,param_rsi_period,return_pct,drawdown_pct,total_orders,sharpe,win_rate_pct,start_equity,end_equity,entries,exit_stop_loss,exit_take_profit,exit_end_of_session,exit_max_hold,train_score,validation_score
2026-03-14T19:48:49,BTCUSDT,train,2,Bollinger Band Mean Reversion,-7.3500000000000005,https://www.quantconnect.com/project/28937164/295185f0b0cd1dd7913262833737189e,10,2.5,1.0,72,1,0.35,15,2.5,25,75,14,0.0,0.0,397.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T19:49:16,BTCUSDT,train,2,Bollinger Band Mean Reversion,-21.1,https://www.quantconnect.com/project/28937164/abee833aa40dedc34aecb81fd54115bf,10,2.0,2.0,72,1,0.35,25,2.5,30,75,20,0.0,0.0,672.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T19:49:48,BTCUSDT,train,2,Bollinger Band Mean Reversion,-2.35,https://www.quantconnect.com/project/28937164/e82c1e353f100c3197552e31ec216130,10,2.0,2.0,30,1,0.35,30,2.5,25,70,20,0.0,0.0,297.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T19:51:00,BTCUSDT,train,2,Bollinger Band Mean Reversion,-26.55,https://www.quantconnect.com/project/28937164/316e635161522984f1109b426723ff50,10,2.0,2.0,96,2,0.35,30,2.5,25,75,14,0.0,0.0,781.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T19:52:44,BTCUSDT,train,2,Bollinger Band Mean Reversion,-1000000000,,10,2.5,1.0,72,2,0.35,15,2.5,25,70,20,,,,,,,,,,,,,,
2026-03-14T19:54:32,BTCUSDT,train,2,Bollinger Band Mean Reversion,-1000000000,,10,2.0,1.0,72,1,0.35,15,2.5,25,75,14,,,,,,,,,,,,,,
2026-03-14T19:56:40,BTCUSDT,train,2,Bollinger Band Mean Reversion,-2.35,https://www.quantconnect.com/project/28937164/ac71889dffe91c3de3fe7984037ea8e9,10,2.0,2.0,30,1,0.35,30,2.5,25,75,20,0.0,0.0,297.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T19:57:10,BTCUSDT,train,2,Bollinger Band Mean Reversion,-2.35,https://www.quantconnect.com/project/28937164/eee3008ec6b11a96af3a000bf4d8711b,10,2.0,2.0,72,2,0.35,30,2.5,25,75,20,0.0,0.0,297.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T19:57:44,BTCUSDT,train,2,Bollinger Band Mean Reversion,-98.65,https://www.quantconnect.com/project/28937164/ba31454e81f067cdfd4bbb132721808a,20,1.0,2.5,30,2,0.5,20,2.5,35,65,10,0.0,0.0,2223.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T19:58:07,BTCUSDT,train,2,Bollinger Band Mean Reversion,-2.7,https://www.quantconnect.com/project/28937164/fa8a0123837e09ea4910eace18b8290e,10,2.0,2.5,72,8,0.35,15,2.0,25,70,20,0.0,0.0,304.0,0.0,0.0,10000.0,10000.0,0.0,,,,,,
2026-03-14T20:00:08,BTCUSDT,validation,2,Bollinger Band Mean Reversion,0.0,https://www.quantconnect.com/project/28937164/e9a637de4a8dc2262dee628f9885d68f,20,2.0,1.0,20,1,0.35,25,2.5,25,75,20,0.0,0.0,110.0,0.0,0.0,10000.0,10000.0,0.0,,,,,0.0,
2026-03-14T20:00:26,BTCUSDT,validation,2,Bollinger Band Mean Reversion,0.0,https://www.quantconnect.com/project/28937164/09983b75e2df0efa4d6c80ed9d236416,10,2.0,2.0,30,1,0.35,25,2.5,25,75,20,0.0,0.0,110.0,0.0,0.0,10000.0,10000.0,0.0,,,,,0.0,
2026-03-14T20:00:44,BTCUSDT,validation,2,Bollinger Band Mean Reversion,0.0,https://www.quantconnect.com/project/28937164/3ff884e0523d0576329cf6b760f5e6d6,10,2.0,2.0,72,1,0.35,30,2.5,25,75,20,0.0,0.0,130.0,0.0,0.0,10000.0,10000.0,0.0,,,,,-2.35,
2026-03-14T20:01:36,BTCUSDT,validation,2,Bollinger Band Mean Reversion,0.0,https://www.quantconnect.com/project/28937164/c79d9c00638a59e550c1c0cf08a0c004,10,2.0,2.0,30,1,0.35,30,2.5,25,70,20,0.0,0.0,130.0,0.0,0.0,10000.0,10000.0,0.0,,,,,-2.35,
2026-03-14T20:03:20,BTCUSDT,validation,2,Bollinger Band Mean Reversion,-1000000000,,10,2.0,2.0,30,1,0.35,30,2.5,25,75,20,,,,,,,,,,,,,-2.35,
2026-03-14T20:05:08,BTCUSDT,validation,2,Bollinger Band Mean Reversion,-1000000000,,10,2.0,2.0,72,2,0.35,30,2.5,25,75,20,,,,,,,,,,,,,-2.35,
2026-03-14T20:06:54,BTCUSDT,test,2,Bollinger Band Mean Reversion,-1000000000,,20,2.0,1.0,20,1,0.35,25,2.5,25,75,20,,,,,,,,,,,,,0.0,0.0
2026-03-14T20:08:40,BTCUSDT,test,2,Bollinger Band Mean Reversion,-1000000000,,10,2.0,2.0,30,1,0.35,25,2.5,25,75,20,,,,,,,,,,,,,0.0,0.0
2026-03-14T20:10:24,BTCUSDT,test,2,Bollinger Band Mean Reversion,-1000000000,,10,2.0,2.0,72,1,0.35,30,2.5,25,75,20,,,,,,,,,,,,,-2.35,0.0
